

#
# Macro definitions
#
$catalogVersion=catalogVersion(catalog(id[default='outdoors']),version[default='Staged'])[unique=true,default='outdoors:Staged']
$prices=europe1Prices[translator=de.hybris.platform.europe1.jalo.impex.Europe1PricesTranslator]
$baseProduct=baseProduct(code,catalogVersion(catalog(id[default='outdoors']),version[default='Staged']))
$supercategories=supercategories(code,catalogVersion(catalog(id[default='outdoors']),version[default='Staged']))
$picture=picture(code,$catalogVersion)
$thumbnail=thumbnail(code,$catalogVersion)
$medias=medias(code,catalogVersion(catalog(id[default='outdoors']),version[default='Staged']))
$gallery=galleryImages(qualifier,catalogVersion(catalog(id[default='outdoors']),version[default='Staged']))


#
# Create variant product type Shoes
#
$impex.legacy.scripting=true;
#%import de.hybris.platform.jalo.type.Type;
#%import de.hybris.platform.jalo.type.TypeManager;
#%import java.util.Collections;
#%import java.util.Map;
#%import de.hybris.platform.jalo.SessionContext;
#%import de.hybris.platform.jalo.JaloSession;
#%import de.hybris.platform.jalo.c2l.C2LManager;
#%import de.hybris.platform.jalo.type.AttributeDescriptor;
#%import de.hybris.platform.jalo.type.JaloDuplicateQualifierException;
#%import de.hybris.platform.variants.jalo.VariantAttributeDescriptor;
#%import de.hybris.platform.variants.jalo.VariantType;
#%import de.hybris.platform.variants.jalo.VariantsManager;

#%Type stringType = TypeManager.getInstance().getType("java.lang.String");
#%Type locStringType = TypeManager.getInstance().getType("localized:java.lang.String");
#%Map emptyDefaultValue = Collections.EMPTY_MAP;
#%SessionContext en = JaloSession.getCurrentSession().createSessionContext();
#%en.setLanguage(C2LManager.getInstance().getLanguageByIsoCode("en"));
#%SessionContext noLang = JaloSession.getCurrentSession().createSessionContext();
#%noLang.setLanguage(null);
#// Shoes
#%VariantType vt = VariantsManager.getInstance().createVariantType("Shoes");
#%vt.getAttributeDescriptor("code").setUnique(true);
#%vt.getAttributeDescriptor("catalogVersion").setUnique(true);
#%vt.setName(en, "Shoe");
#%VariantAttributeDescriptor vad = vt.createVariantAttributeDescriptor("size", stringType, AttributeDescriptor.READ_FLAG + AttributeDescriptor.WRITE_FLAG + AttributeDescriptor.SEARCH_FLAG);
#%vad.setName(en, "Size");
#%vad.setPosition(0);
#%vad = vt.createVariantAttributeDescriptor("color", locStringType, AttributeDescriptor.READ_FLAG + AttributeDescriptor.WRITE_FLAG + AttributeDescriptor.SEARCH_FLAG);
#%vad.setName(en, "Color");
#%vad.setPosition(1);
#%vad.setDefaultValue(noLang, emptyDefaultValue);



INSERT_UPDATE Tax;code[unique=true];name[lang=de];name[lang=en];value;currency(isocode)
;VAT_FULL;MwSt voll;VAT full;19;
;VAT_HALF;MwSt halb;VAT half;7;

INSERT_UPDATE ProductTaxGroup;code[unique=true];name[lang=de];name[lang=en];
;Tax_Full;voller Steuersatz;full tax rate;
;Tax_Half;halber Steuersatz;half tax rate;

INSERT_UPDATE TaxRow;pg(code)[unique=true];tax(code)[unique=true];value;currency(isocode);
;Tax_Full;VAT_FULL;19;
;Tax_Half;VAT_HALF;7;

#
# Create a catalog
#
INSERT_UPDATE Catalog;id[unique=true];name[lang=en];name[lang=de];
;outdoors;Outdoors;Outdoors

#
# Create a catalog version
#
INSERT_UPDATE CatalogVersion;catalog(id)[unique=true];version[unique=true];active;writePrincipals(uid)[default=productmanagergroup];
;outdoors;Staged;true;productmanagergroup,productmanager;
;outdoors;Online;false;productmanagergroup,productmanager;

#
# Create a category
#
INSERT_UPDATE Category;code[unique=true];allowedPrincipals(uid);$catalogVersion;name[lang=de];name[lang=en];description[lang=de];description[lang=en];$supercategories;
;346382.2-L;"Fiji Sport Red";"Fiji Sport Red";"Red";"Red";L;346382:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 32.0 USD N";pieces;"Fiji Red.jpg:outdoors:Online";"Fiji Red.thumbnail.jpg:outdoors:Online";"Women's Running Shorts";"Women's Running Shorts";346382.2-media:outdoors:Online;



;346382.2-XL;"Fiji Sport Red";"Fiji Sport Red";"Red";"Red";XL;346382:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 32.0 USD N";pieces;"Fiji Red.jpg:outdoors:Staged";"Fiji Red.thumbnail.jpg:outdoors:Staged";"Women's Running Shorts";"Women's Running Shorts";346382.2-media:outdoors:Staged;
;346382.2-XL;"Fiji Sport Red";"Fiji Sport Red";"Red";"Red";XL;346382:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 32.0 USD N";pieces;"Fiji Red.jpg:outdoors:Online";"Fiji Red.thumbnail.jpg:outdoors:Online";"Women's Running Shorts";"Women's Running Shorts";346382.2-media:outdoors:Online;



;346382.2-XXL;"Fiji Sport Red";"Fiji Sport Red";"Red";"Red";XXL;346382:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 32.0 USD N";pieces;"Fiji Red.jpg:outdoors:Staged";"Fiji Red.thumbnail.jpg:outdoors:Staged";"Women's Running Shorts";"Women's Running Shorts";346382.2-media:outdoors:Staged;
;346382.2-XXL;"Fiji Sport Red";"Fiji Sport Red";"Red";"Red";XXL;346382:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 32.0 USD N";pieces;"Fiji Red.jpg:outdoors:Online";"Fiji Red.thumbnail.jpg:outdoors:Online";"Women's Running Shorts";"Women's Running Shorts";346382.2-media:outdoors:Online;



;57384-S;"Tahiti Summer";"Tahiti Summer";"blau";"blue";S;57384:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 49.9 USD N";pieces;"Tahiti.jpg:outdoors:Staged";"Tahiti.thumbnail.jpg:outdoors:Staged";"Women's Shorts";"Women's Shorts";57384-media:outdoors:Staged;
;57384-S;"Tahiti Summer";"Tahiti Summer";"blau";"blue";S;57384:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 49.9 USD N";pieces;"Tahiti.jpg:outdoors:Online";"Tahiti.thumbnail.jpg:outdoors:Online";"Women's Shorts";"Women's Shorts";57384-media:outdoors:Online;



;57384-M;"Tahiti Summer";"Tahiti Summer";"blau";"blue";M;57384:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 49.9 USD N";pieces;"Tahiti.jpg:outdoors:Staged";"Tahiti.thumbnail.jpg:outdoors:Staged";"Women's Shorts";"Women's Shorts";57384-media:outdoors:Staged;
;57384-M;"Tahiti Summer";"Tahiti Summer";"blau";"blue";M;57384:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 49.9 USD N";pieces;"Tahiti.jpg:outdoors:Online";"Tahiti.thumbnail.jpg:outdoors:Online";"Women's Shorts";"Women's Shorts";57384-media:outdoors:Online;



;57384-L;"Tahiti Summer";"Tahiti Summer";"blau";"blue";L;57384:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 49.9 USD N";pieces;"Tahiti.jpg:outdoors:Staged";"Tahiti.thumbnail.jpg:outdoors:Staged";"Women's Shorts";"Women's Shorts";57384-media:outdoors:Staged;
;57384-L;"Tahiti Summer";"Tahiti Summer";"blau";"blue";L;57384:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 49.9 USD N";pieces;"Tahiti.jpg:outdoors:Online";"Tahiti.thumbnail.jpg:outdoors:Online";"Women's Shorts";"Women's Shorts";57384-media:outdoors:Online;



;57384-XL;"Tahiti Summer";"Tahiti Summer";"blau";"blue";XL;57384:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 49.9 USD N";pieces;"Tahiti.jpg:outdoors:Staged";"Tahiti.thumbnail.jpg:outdoors:Staged";"Women's Shorts";"Women's Shorts";57384-media:outdoors:Staged;
;57384-XL;"Tahiti Summer";"Tahiti Summer";"blau";"blue";XL;57384:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 49.9 USD N";pieces;"Tahiti.jpg:outdoors:Online";"Tahiti.thumbnail.jpg:outdoors:Online";"Women's Shorts";"Women's Shorts";57384-media:outdoors:Online;



;57384-XXL;"Tahiti Summer";"Tahiti Summer";"blau";"blue";XXL;57384:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 49.9 USD N";pieces;"Tahiti.jpg:outdoors:Staged";"Tahiti.thumbnail.jpg:outdoors:Staged";"Women's Shorts";"Women's Shorts";57384-media:outdoors:Staged;
;57384-XXL;"Tahiti Summer";"Tahiti Summer";"blau";"blue";XXL;57384:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 49.9 USD N";pieces;"Tahiti.jpg:outdoors:Online";"Tahiti.thumbnail.jpg:outdoors:Online";"Women's Shorts";"Women's Shorts";57384-media:outdoors:Online;



;324987-S;"Tonga Fashion";"Tonga Fashion";"blau";"blue";S;324987:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 45.0 USD N";pieces;"Tonga.jpg:outdoors:Staged";"Tonga.thumbnail.jpg:outdoors:Staged";"Women's Dress Pants";"Women's Dress Pants";324987-media:outdoors:Staged;
;324987-S;"Tonga Fashion";"Tonga Fashion";"blau";"blue";S;324987:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 45.0 USD N";pieces;"Tonga.jpg:outdoors:Online";"Tonga.thumbnail.jpg:outdoors:Online";"Women's Dress Pants";"Women's Dress Pants";324987-media:outdoors:Online;



;324987-M;"Tonga Fashion";"Tonga Fashion";"blau";"blue";M;324987:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 45.0 USD N";pieces;"Tonga.jpg:outdoors:Staged";"Tonga.thumbnail.jpg:outdoors:Staged";"Women's Dress Pants";"Women's Dress Pants";324987-media:outdoors:Staged;
;324987-M;"Tonga Fashion";"Tonga Fashion";"blau";"blue";M;324987:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 45.0 USD N";pieces;"Tonga.jpg:outdoors:Online";"Tonga.thumbnail.jpg:outdoors:Online";"Women's Dress Pants";"Women's Dress Pants";324987-media:outdoors:Online;



;324987-L;"Tonga Fashion";"Tonga Fashion";"blau";"blue";L;324987:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 45.0 USD N";pieces;"Tonga.jpg:outdoors:Staged";"Tonga.thumbnail.jpg:outdoors:Staged";"Women's Dress Pants";"Women's Dress Pants";324987-media:outdoors:Staged;
;324987-L;"Tonga Fashion";"Tonga Fashion";"blau";"blue";L;324987:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 45.0 USD N";pieces;"Tonga.jpg:outdoors:Online";"Tonga.thumbnail.jpg:outdoors:Online";"Women's Dress Pants";"Women's Dress Pants";324987-media:outdoors:Online;



;324987-XL;"Tonga Fashion";"Tonga Fashion";"blau";"blue";XL;324987:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 45.0 USD N";pieces;"Tonga.jpg:outdoors:Staged";"Tonga.thumbnail.jpg:outdoors:Staged";"Women's Dress Pants";"Women's Dress Pants";324987-media:outdoors:Staged;
;324987-XL;"Tonga Fashion";"Tonga Fashion";"blau";"blue";XL;324987:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 45.0 USD N";pieces;"Tonga.jpg:outdoors:Online";"Tonga.thumbnail.jpg:outdoors:Online";"Women's Dress Pants";"Women's Dress Pants";324987-media:outdoors:Online;



;324987-XXL;"Tonga Fashion";"Tonga Fashion";"blau";"blue";XXL;324987:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 45.0 USD N";pieces;"Tonga.jpg:outdoors:Staged";"Tonga.thumbnail.jpg:outdoors:Staged";"Women's Dress Pants";"Women's Dress Pants";324987-media:outdoors:Staged;
;324987-XXL;"Tonga Fashion";"Tonga Fashion";"blau";"blue";XXL;324987:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 45.0 USD N";pieces;"Tonga.jpg:outdoors:Online";"Tonga.thumbnail.jpg:outdoors:Online";"Women's Dress Pants";"Women's Dress Pants";324987-media:outdoors:Online;



;397122-S;"Calgary Winter";"Calgary Winter";"blau";"blue";S;397122:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 280.0 USD N";pieces;"Calgary.jpg:outdoors:Staged";"Calgary.thumbnail.jpg:outdoors:Staged";"Women's Winter Coat";"Women's Winter Coat";397122-media:outdoors:Staged;
;397122-S;"Calgary Winter";"Calgary Winter";"blau";"blue";S;397122:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 280.0 USD N";pieces;"Calgary.jpg:outdoors:Online";"Calgary.thumbnail.jpg:outdoors:Online";"Women's Winter Coat";"Women's Winter Coat";397122-media:outdoors:Online;



;397122-M;"Calgary Winter";"Calgary Winter";"blau";"blue";M;397122:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 280.0 USD N";pieces;"Calgary.jpg:outdoors:Staged";"Calgary.thumbnail.jpg:outdoors:Staged";"Women's Winter Coat";"Women's Winter Coat";397122-media:outdoors:Staged;
;397122-M;"Calgary Winter";"Calgary Winter";"blau";"blue";M;397122:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 280.0 USD N";pieces;"Calgary.jpg:outdoors:Online";"Calgary.thumbnail.jpg:outdoors:Online";"Women's Winter Coat";"Women's Winter Coat";397122-media:outdoors:Online;



;397122-L;"Calgary Winter";"Calgary Winter";"blau";"blue";L;397122:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 280.0 USD N";pieces;"Calgary.jpg:outdoors:Staged";"Calgary.thumbnail.jpg:outdoors:Staged";"Women's Winter Coat";"Women's Winter Coat";397122-media:outdoors:Staged;
;397122-L;"Calgary Winter";"Calgary Winter";"blau";"blue";L;397122:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 280.0 USD N";pieces;"Calgary.jpg:outdoors:Online";"Calgary.thumbnail.jpg:outdoors:Online";"Women's Winter Coat";"Women's Winter Coat";397122-media:outdoors:Online;



;397122-XL;"Calgary Winter";"Calgary Winter";"blau";"blue";XL;397122:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 280.0 USD N";pieces;"Calgary.jpg:outdoors:Staged";"Calgary.thumbnail.jpg:outdoors:Staged";"Women's Winter Coat";"Women's Winter Coat";397122-media:outdoors:Staged;
;397122-XL;"Calgary Winter";"Calgary Winter";"blau";"blue";XL;397122:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 280.0 USD N";pieces;"Calgary.jpg:outdoors:Online";"Calgary.thumbnail.jpg:outdoors:Online";"Women's Winter Coat";"Women's Winter Coat";397122-media:outdoors:Online;



;397122-XXL;"Calgary Winter";"Calgary Winter";"blau";"blue";XXL;397122:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 280.0 USD N";pieces;"Calgary.jpg:outdoors:Staged";"Calgary.thumbnail.jpg:outdoors:Staged";"Women's Winter Coat";"Women's Winter Coat";397122-media:outdoors:Staged;
;397122-XXL;"Calgary Winter";"Calgary Winter";"blau";"blue";XXL;397122:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 280.0 USD N";pieces;"Calgary.jpg:outdoors:Online";"Calgary.thumbnail.jpg:outdoors:Online";"Women's Winter Coat";"Women's Winter Coat";397122-media:outdoors:Online;



;384623.1-S;"Saskatoon Parka Purple";"Saskatoon Parka Purple";"Purple";"Purple";S;384623:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 299.0 USD N";pieces;"Saskatoon Purple.jpg:outdoors:Staged";"Saskatoon Purple.thumbnail.jpg:outdoors:Staged";"Women's Coat";"Women's Coat";384623.1-media:outdoors:Staged;
;384623.1-S;"Saskatoon Parka Purple";"Saskatoon Parka Purple";"Purple";"Purple";S;384623:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 299.0 USD N";pieces;"Saskatoon Purple.jpg:outdoors:Online";"Saskatoon Purple.thumbnail.jpg:outdoors:Online";"Women's Coat";"Women's Coat";384623.1-media:outdoors:Online;



;384623.1-M;"Saskatoon Parka Purple";"Saskatoon Parka Purple";"Purple";"Purple";M;384623:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 299.0 USD N";pieces;"Saskatoon Purple.jpg:outdoors:Staged";"Saskatoon Purple.thumbnail.jpg:outdoors:Staged";"Women's Coat";"Women's Coat";384623.1-media:outdoors:Staged;
;384623.1-M;"Saskatoon Parka Purple";"Saskatoon Parka Purple";"Purple";"Purple";M;384623:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 299.0 USD N";pieces;"Saskatoon Purple.jpg:outdoors:Online";"Saskatoon Purple.thumbnail.jpg:outdoors:Online";"Women's Coat";"Women's Coat";384623.1-media:outdoors:Online;



;384623.1-L;"Saskatoon Parka Purple";"Saskatoon Parka Purple";"Purple";"Purple";L;384623:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 299.0 USD N";pieces;"Saskatoon Purple.jpg:outdoors:Staged";"Saskatoon Purple.thumbnail.jpg:outdoors:Staged";"Women's Coat";"Women's Coat";384623.1-media:outdoors:Staged;
;384623.1-L;"Saskatoon Parka Purple";"Saskatoon Parka Purple";"Purple";"Purple";L;384623:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 299.0 USD N";pieces;"Saskatoon Purple.jpg:outdoors:Online";"Saskatoon Purple.thumbnail.jpg:outdoors:Online";"Women's Coat";"Women's Coat";384623.1-media:outdoors:Online;



;384623.1-XL;"Saskatoon Parka Purple";"Saskatoon Parka Purple";"Purple";"Purple";XL;384623:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 299.0 USD N";pieces;"Saskatoon Purple.jpg:outdoors:Staged";"Saskatoon Purple.thumbnail.jpg:outdoors:Staged";"Women's Coat";"Women's Coat";384623.1-media:outdoors:Staged;
;384623.1-XL;"Saskatoon Parka Purple";"Saskatoon Parka Purple";"Purple";"Purple";XL;384623:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 299.0 USD N";pieces;"Saskatoon Purple.jpg:outdoors:Online";"Saskatoon Purple.thumbnail.jpg:outdoors:Online";"Women's Coat";"Women's Coat";384623.1-media:outdoors:Online;



;384623.1-XXL;"Saskatoon Parka Purple";"Saskatoon Parka Purple";"Purple";"Purple";XXL;384623:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 299.0 USD N";pieces;"Saskatoon Purple.jpg:outdoors:Staged";"Saskatoon Purple.thumbnail.jpg:outdoors:Staged";"Women's Coat";"Women's Coat";384623.1-media:outdoors:Staged;
;384623.1-XXL;"Saskatoon Parka Purple";"Saskatoon Parka Purple";"Purple";"Purple";XXL;384623:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 299.0 USD N";pieces;"Saskatoon Purple.jpg:outdoors:Online";"Saskatoon Purple.thumbnail.jpg:outdoors:Online";"Women's Coat";"Women's Coat";384623.1-media:outdoors:Online;



;384623.2-S;"Saskatoon Parka Blue";"Saskatoon Parka Blue";"Blue";"Blue";S;384623:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 299.0 USD N";pieces;"Saskatoon Blue.jpg:outdoors:Staged";"Saskatoon Blue.thumbnail.jpg:outdoors:Staged";"Women's Coat";"Women's Coat";384623.2-media:outdoors:Staged;
;384623.2-S;"Saskatoon Parka Blue";"Saskatoon Parka Blue";"Blue";"Blue";S;384623:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 299.0 USD N";pieces;"Saskatoon Blue.jpg:outdoors:Online";"Saskatoon Blue.thumbnail.jpg:outdoors:Online";"Women's Coat";"Women's Coat";384623.2-media:outdoors:Online;



;384623.2-M;"Saskatoon Parka Blue";"Saskatoon Parka Blue";"Blue";"Blue";M;384623:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 299.0 USD N";pieces;"Saskatoon Blue.jpg:outdoors:Staged";"Saskatoon Blue.thumbnail.jpg:outdoors:Staged";"Women's Coat";"Women's Coat";384623.2-media:outdoors:Staged;
;384623.2-M;"Saskatoon Parka Blue";"Saskatoon Parka Blue";"Blue";"Blue";M;384623:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 299.0 USD N";pieces;"Saskatoon Blue.jpg:outdoors:Online";"Saskatoon Blue.thumbnail.jpg:outdoors:Online";"Women's Coat";"Women's Coat";384623.2-media:outdoors:Online;



;384623.2-L;"Saskatoon Parka Blue";"Saskatoon Parka Blue";"Blue";"Blue";L;384623:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 299.0 USD N";pieces;"Saskatoon Blue.jpg:outdoors:Staged";"Saskatoon Blue.thumbnail.jpg:outdoors:Staged";"Women's Coat";"Women's Coat";384623.2-media:outdoors:Staged;
;384623.2-L;"Saskatoon Parka Blue";"Saskatoon Parka Blue";"Blue";"Blue";L;384623:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 299.0 USD N";pieces;"Saskatoon Blue.jpg:outdoors:Online";"Saskatoon Blue.thumbnail.jpg:outdoors:Online";"Women's Coat";"Women's Coat";384623.2-media:outdoors:Online;



;384623.2-XL;"Saskatoon Parka Blue";"Saskatoon Parka Blue";"Blue";"Blue";XL;384623:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 299.0 USD N";pieces;"Saskatoon Blue.jpg:outdoors:Staged";"Saskatoon Blue.thumbnail.jpg:outdoors:Staged";"Women's Coat";"Women's Coat";384623.2-media:outdoors:Staged;
;384623.2-XL;"Saskatoon Parka Blue";"Saskatoon Parka Blue";"Blue";"Blue";XL;384623:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 299.0 USD N";pieces;"Saskatoon Blue.jpg:outdoors:Online";"Saskatoon Blue.thumbnail.jpg:outdoors:Online";"Women's Coat";"Women's Coat";384623.2-media:outdoors:Online;



;384623.2-XXL;"Saskatoon Parka Blue";"Saskatoon Parka Blue";"Blue";"Blue";XXL;384623:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 299.0 USD N";pieces;"Saskatoon Blue.jpg:outdoors:Staged";"Saskatoon Blue.thumbnail.jpg:outdoors:Staged";"Women's Coat";"Women's Coat";384623.2-media:outdoors:Staged;
;384623.2-XXL;"Saskatoon Parka Blue";"Saskatoon Parka Blue";"Blue";"Blue";XXL;384623:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 299.0 USD N";pieces;"Saskatoon Blue.jpg:outdoors:Online";"Saskatoon Blue.thumbnail.jpg:outdoors:Online";"Women's Coat";"Women's Coat";384623.2-media:outdoors:Online;



;87676.1-S;"Nunavut Fleece Orange";"Nunavut Fleece Orange";"Orange";"Orange";S;87676:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 160.0 USD N";pieces;"Nunavut Orange.jpg:outdoors:Staged";"Nunavut Orange.thumbnail.jpg:outdoors:Staged";"Coat";"Coat";87676.1-media:outdoors:Staged;
;87676.1-S;"Nunavut Fleece Orange";"Nunavut Fleece Orange";"Orange";"Orange";S;87676:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 160.0 USD N";pieces;"Nunavut Orange.jpg:outdoors:Online";"Nunavut Orange.thumbnail.jpg:outdoors:Online";"Coat";"Coat";87676.1-media:outdoors:Online;



;87676.1-M;"Nunavut Fleece Orange";"Nunavut Fleece Orange";"Orange";"Orange";M;87676:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 160.0 USD N";pieces;"Nunavut Orange.jpg:outdoors:Staged";"Nunavut Orange.thumbnail.jpg:outdoors:Staged";"Coat";"Coat";87676.1-media:outdoors:Staged;
;87676.1-M;"Nunavut Fleece Orange";"Nunavut Fleece Orange";"Orange";"Orange";M;87676:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 160.0 USD N";pieces;"Nunavut Orange.jpg:outdoors:Online";"Nunavut Orange.thumbnail.jpg:outdoors:Online";"Coat";"Coat";87676.1-media:outdoors:Online;



;87676.1-L;"Nunavut Fleece Orange";"Nunavut Fleece Orange";"Orange";"Orange";L;87676:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 160.0 USD N";pieces;"Nunavut Orange.jpg:outdoors:Staged";"Nunavut Orange.thumbnail.jpg:outdoors:Staged";"Coat";"Coat";87676.1-media:outdoors:Staged;
;87676.1-L;"Nunavut Fleece Orange";"Nunavut Fleece Orange";"Orange";"Orange";L;87676:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 160.0 USD N";pieces;"Nunavut Orange.jpg:outdoors:Online";"Nunavut Orange.thumbnail.jpg:outdoors:Online";"Coat";"Coat";87676.1-media:outdoors:Online;



;87676.1-XL;"Nunavut Fleece Orange";"Nunavut Fleece Orange";"Orange";"Orange";XL;87676:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 160.0 USD N";pieces;"Nunavut Orange.jpg:outdoors:Staged";"Nunavut Orange.thumbnail.jpg:outdoors:Staged";"Coat";"Coat";87676.1-media:outdoors:Staged;
;87676.1-XL;"Nunavut Fleece Orange";"Nunavut Fleece Orange";"Orange";"Orange";XL;87676:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 160.0 USD N";pieces;"Nunavut Orange.jpg:outdoors:Online";"Nunavut Orange.thumbnail.jpg:outdoors:Online";"Coat";"Coat";87676.1-media:outdoors:Online;



;87676.1-XXL;"Nunavut Fleece Orange";"Nunavut Fleece Orange";"Orange";"Orange";XXL;87676:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 160.0 USD N";pieces;"Nunavut Orange.jpg:outdoors:Staged";"Nunavut Orange.thumbnail.jpg:outdoors:Staged";"Coat";"Coat";87676.1-media:outdoors:Staged;
;87676.1-XXL;"Nunavut Fleece Orange";"Nunavut Fleece Orange";"Orange";"Orange";XXL;87676:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 160.0 USD N";pieces;"Nunavut Orange.jpg:outdoors:Online";"Nunavut Orange.thumbnail.jpg:outdoors:Online";"Coat";"Coat";87676.1-media:outdoors:Online;



;87676.2-S;"Nunavut Fleece Black";"Nunavut Fleece Black";"Black";"Black";S;87676:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 160.0 USD N";pieces;"Nunavut Black.jpg:outdoors:Staged";"Nunavut Black.thumbnail.jpg:outdoors:Staged";"Coat";"Coat";87676.2-media:outdoors:Staged;
;87676.2-S;"Nunavut Fleece Black";"Nunavut Fleece Black";"Black";"Black";S;87676:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 160.0 USD N";pieces;"Nunavut Black.jpg:outdoors:Online";"Nunavut Black.thumbnail.jpg:outdoors:Online";"Coat";"Coat";87676.2-media:outdoors:Online;



;87676.2-M;"Nunavut Fleece Black";"Nunavut Fleece Black";"Black";"Black";M;87676:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 160.0 USD N";pieces;"Nunavut Black.jpg:outdoors:Staged";"Nunavut Black.thumbnail.jpg:outdoors:Staged";"Coat";"Coat";87676.2-media:outdoors:Staged;
;87676.2-M;"Nunavut Fleece Black";"Nunavut Fleece Black";"Black";"Black";M;87676:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 160.0 USD N";pieces;"Nunavut Black.jpg:outdoors:Online";"Nunavut Black.thumbnail.jpg:outdoors:Online";"Coat";"Coat";87676.2-media:outdoors:Online;



